row,pl_name,st_name,st_num,pl_num,dis_met,dis_year,dis_loc,dic_fac,pl_orbper,pl_orb,pl_rade,pl_radj,pl_masse,pl_massj,pl_temp,st_spectype,st_temp,st_rad,st_mass,glat,glon,sy_dist,habit
4264,WASP-99 b,WASP-99,1,1,Transit,2014,Ground,SuperWASP,5.75251,0.0717,11.433,1.02,772.3269,2.43,1480,F8,6150,1.64,1.21,-59.18297,268.1623,158.66,0
4265,WD 0806-661 b,WD 0806-661,1,1,Imaging,2011,Space,Spitzer Space Telescope,,2500,12.6,1.13,2383.6,7.5,323,,,,,-17.57168,279.4225,19.2444,0
4266,WD 1856+534 b,WD 1856+534,3,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),1.4079405,0.0204,10.4,0.928,4386.054,13.8,163,,4710,0.01,0.52,20.62389,83.4985,24.7359,0
4267,WISEP J121756.91+162640.2 A b,WISEP J121756.91+162640.2 A,1,1,Imaging,2012,Ground,W. M. Keck Observatory,,8,10.468,0.934,6992,22,450,T8.5,575,0.09,0.03,76.7973725,265.2384648,10.1,0
4268,WTS-1 b,WTS-1,1,1,Transit,2012,Ground,United Kingdom Infrared Telescope,3.352057,0.047,16.7,1.49,1274.44,4.01,1500,F6 V,6250,1.15,1.2,7.557136,70.01629,2346.01,0
4269,WTS-2 b,WTS-2,1,1,Transit,2014,Ground,United Kingdom Infrared Telescope,1.0187068,0.01855,15.278,1.363,355.9696,1.12,2000,K2 V,5000,0.75,0.82,7.980719,70.38182,1030.768344,0
4270,Wendelstein-1 b,Wendelstein-1,1,1,Transit,2020,Ground,Haleakala Observatory,2.663416,0.0282,11.561,1.031,188.15536,0.592,2198,K7 V,4251,0.61,0.65,-5.67822,55.99845,305.3,0
4271,Wendelstein-2 b,Wendelstein-2,1,1,Transit,2020,Ground,Haleakala Observatory,1.7522239,0.0234,12.993,1.159,232.33373,0.731,2470,K6 V,4591,0.66,0.73,-4.976515,54.81549,565.541,0
4272,Wolf 1061 b,Wolf 1061,1,3,Radial Velocity,2015,Ground,La Silla Observatory,4.8869,0.0375,1.21,0.108,1.91,0.00601,,M3.5,3342,0.31,0.29,23.67993,3.351707,4.30592,0
4273,Wolf 1061 c,Wolf 1061,1,3,Radial Velocity,2015,Ground,La Silla Observatory,17.8719,0.089,1.66,0.148,3.41,0.01073,,M3.5,3342,0.31,0.29,23.67993,3.351707,4.30592,1
4274,Wolf 1061 d,Wolf 1061,1,3,Radial Velocity,2015,Ground,La Silla Observatory,217.21,0.47,2.69,0.24,7.7,0.02423,,M3.5,3342,0.31,0.29,23.67993,3.351707,4.30592,0
4275,Wolf 503 b,Wolf 503,1,1,Transit,2018,Space,K2,6.00118,0.0571,2.03,0.181,4.78,0.015,805,K3.5 V,4716,0.69,0.69,54.08621,327.1201,44.526,0
4276,XO-1 b,XO-1,1,1,Transit,2006,Ground,XO,3.94153,0.0488,12.778,1.14,263.7989,0.83,1210,G1 V,5750,0.88,0.88,48.02115,45.85295,163.553,0
4277,XO-2 N b,XO-2 N,2,3,Transit,2007,Ground,XO,2.61586178,0.0368,11.131,0.993,179.89178,0.566,1328,,5340,0.99,0.97,29.32853,168.2891,154.273,0
4278,XO-2 S b,XO-2 S,2,3,Radial Velocity,2014,Ground,Roque de los Muchachos Observatory,18.157,0.13,10.9,0.971,82.6358,0.26,,,5399,1,0.98,29.33002,168.2989,151.398,0
4279,XO-2 S c,XO-2 S,2,3,Radial Velocity,2014,Ground,Roque de los Muchachos Observatory,120.8,0.4756,13.6,1.21,435.409,1.37,,,5399,1.02,0.98,29.33002,168.2989,151.398,0
4280,XO-3 b,XO-3,1,1,Transit,2007,Ground,XO,3.19154,0.04529,15.805,1.41,2316.9807,7.29,1729,,6429,1.54,0.58,5.628444,148.0972,213.053,0
4281,XO-4 b,XO-4,1,1,Transit,2008,Ground,XO,4.12508,0.05524,14.011,1.25,451.3186,1.42,1630,,6397,1.45,1.1,26.68931,158.6354,272.655,0
4282,XO-5 b,XO-5,1,1,Transit,2008,Ground,XO,4.1877558,0.0515,12.78,1.14,378.2,1.19,1230,G8 V,5430,1.13,1.04,26.93459,180.6256,276.211,0
4283,XO-6 b,XO-6,1,1,Transit,2016,Ground,XO,3.7650007,0.0815,23.203,2.07,1398.452,4.4,1577,F5,6720,1.93,1.47,23.77567,140.4704,235.479,0
4284,XO-7 b,XO-7,1,1,Transit,2019,Ground,XO,2.8641424,0.04421,15.39,1.373,225.34147,0.709,1743,G0 V,6250,1.48,1.41,27.47373,117.5813,234.149,0
4285,YZ Cet b,YZ Cet,1,3,Radial Velocity,2017,Ground,La Silla Observatory,1.96876,0.01557,0.93,0.083,0.75,0.00236,,M4.5,3056,0.17,0.13,-78.7597,149.7053,3.71207,0
4286,YZ Cet c,YZ Cet,1,3,Radial Velocity,2017,Ground,La Silla Observatory,3.06008,0.0209,1,0.089,0.98,0.00308,,M4.5,3056,0.17,0.13,-78.7597,149.7053,3.71207,0
4287,YZ Cet d,YZ Cet,1,3,Radial Velocity,2017,Ground,La Silla Observatory,4.65627,0.02764,1.05,0.093,1.14,0.00359,,M4.5,3056,0.17,0.13,-78.7597,149.7053,3.71207,0
4288,alf Ari b,alf Ari,1,1,Radial Velocity,2010,Ground,Bohyunsan Optical Astronomical Observatory,380.8,1.2,13.4,1.2,572.07,1.8,,,4553,13.9,1.5,-36.2056,144.5785,20.21019,0
4289,alf Tau b,alf Tau,2,1,Radial Velocity,2015,Ground,Multiple Observatories,628.96,1.46,12.7,1.13,2056.3601,6.47,,K5 III,4055,45.1,1.13,-20.2484,180.9721,20.4332,0
4290,bet Cnc b,bet Cnc,2,1,Radial Velocity,2014,Ground,Bohyunsan Optical Astronomical Observatory,605.2,1.7,12.6,1.12,2479,7.8,,K4 III,4092.1,47.2,1.7,23.04759,214.2532,89.0472,0
4291,bet Pic b,bet Pic,1,2,Imaging,2008,Ground,Paranal Observatory,7665,9.1,18.495,1.65,3496.13,11,1612,,8038.68,1.54,1.76,-30.61172,258.3638,19.7442,0
4292,bet Pic c,bet Pic,1,2,Radial Velocity,2019,Ground,La Silla Observatory,1200,2.7,12.5,1.12,2860.47,9,,,,,1.75,-30.61172,258.3638,19.7442,0
4293,bet UMi b,bet UMi,1,1,Radial Velocity,2014,Ground,Bohyunsan Optical Astronomical Observatory,522.3,1.4,12.7,1.14,1938.7,6.1,,K4 III,4126,38.3,1.4,40.50258,112.6472,38.77472,0
4294,eps CrB b,eps CrB,1,1,Radial Velocity,2012,Ground,Bohyunsan Optical Astronomical Observatory,417.9,1.3,12.7,1.13,2129.461,6.7,,K2 III,4406,21,1.7,48.78274,43.65298,69.8683,0
4295,eps Eri b,eps Eri,1,1,Radial Velocity,2000,Ground,Multiple Observatories,2690,3.39,14,1.24,247.9074,0.78,,,,,0.78,-48.0513,195.8446,3.2026,0
4296,eps Ind A b,eps Ind A,3,1,Radial Velocity,2019,Ground,La Silla Observatory,16510,11.55,13.1,1.17,1032.9475,3.25,,K2 V,,,0.75,-48.04486,336.1926,3.63857,0
4297,eps Tau b,eps Tau,1,1,Radial Velocity,2006,Ground,Okayama Astrophysical Observatory,594.9,1.93,12.6,1.13,2415.406,7.6,,,4901,13.7,2.7,-19.92365,177.5964,47.52852,0
4298,gam 1 Leo b,gam 1 Leo,2,1,Radial Velocity,2009,Ground,Bohyunsan Optical Astronomical Observatory,428.5,1.19,12.5,1.12,2790.43,8.78,,,4330,31.88,1.23,54.65249,216.5521,39.8883,0
4299,gam Cep b,gam Cep,2,1,Radial Velocity,2003,Ground,Multiple Observatories,903.3,2.05,13.4,1.2,587.96,1.85,,K1 IV,4888,4.9,1.4,15.31569,118.9923,14.1024,0
4300,gam Lib b,gam Lib,1,2,Radial Velocity,2018,Ground,Okayama Astrophysical Observatory,415.2,1.24,13.8,1.23,324.1866,1.02,,K0 III,4822,11.1,1.47,32.19573,351.5152,47.4017,0
4301,gam Lib c,gam Lib,1,2,Radial Velocity,2018,Ground,Okayama Astrophysical Observatory,964.6,2.17,12.9,1.15,1455.6614,4.58,,K0 III,4822,11.1,1.47,32.19573,351.5152,47.4017,0
4302,iot Dra b,iot Dra,1,1,Radial Velocity,2002,Ground,Lick Observatory,511.098,1.275,12.5,1.12,2803.1,8.82,,,4548,,1.05,48.62778,93.97107,31.32832,0
4303,kap And b,kap And,1,1,Imaging,2012,Ground,Subaru Telescope,,55,12.3,1.1,4327.36,13.616,1900,B9 IV,10900,,2.6,-16.71439,109.7659,50.0177,0
4304,kap CrB b,kap CrB,1,1,Radial Velocity,2007,Ground,Lick Observatory,1285,2.65,13.4,1.19,635.66,2,,,4871,4.85,1.5,51.04129,57.01701,30.0651,0
4305,mu Leo b,mu Leo,1,1,Radial Velocity,2014,Ground,Bohyunsan Optical Astronomical Observatory,357.8,1.1,13.3,1.18,762.8,2.4,,K2 III,4538.2,11.4,1.5,50.24576,204.0452,32.6081,0
4306,nu Oph b,nu Oph,1,2,Radial Velocity,2012,Ground,Okayama Astrophysical Observatory,530.21,1.79,12,1.07,7057.73298,22.206,,K0 III,4886,14.6,2.7,6.974379,18.16797,46.2107,0
4307,nu Oph c,nu Oph,1,2,Radial Velocity,2012,Ground,Okayama Astrophysical Observatory,3184.83,5.931,12,1.07,7838.32346,24.662,,K0 III,4886,14.6,2.7,6.974379,18.16797,46.2107,0
4308,ome Ser b,ome Ser,2,1,Radial Velocity,2013,Ground,Okayama Astrophysical Observatory,277.02,1.1,13.5,1.2,540.3,1.7,,G8 III,4770,12.3,2.17,40.50134,10.53798,76.7556,0
4309,omi CrB b,omi CrB,1,1,Radial Velocity,2012,Ground,Okayama Astrophysical Observatory,187.83,0.83,13.6,1.21,476.745,1.5,,,4749,10.5,2.13,57.33321,46.20987,84.7883,0
4310,omi UMa b,omi UMa,2,1,Radial Velocity,2012,Ground,Okayama Astrophysical Observatory,1630,3.9,13,1.16,1303.103,4.1,,,5242,14.1,3.09,35.42684,155.9764,54.9149,0
4311,pi Men c,HD 39091,1,2,Transit,2018,Space,Transiting Exoplanet Survey Satellite (TESS),6.2679,0.06839,2.042,0.182,4.82,0.01517,1170,G0 V,6037,1.1,1.09,-29.77632,292.5135,18.2702,0
4312,psi 1 Dra B b,psi 1 Dra B,3,1,Radial Velocity,2015,Ground,McDonald Observatory,3117,4.43,13.5,1.21,486.2799,1.53,,G0 V,6212,,1.19,31.02765,102.9775,22.7188,0
4313,rho CrB b,rho CrB,1,2,Radial Velocity,1997,Ground,Fred Lawrence Whipple Observatory,39.8458,0.2196,13.8,1.23,332.1,1.0449,614,G0 V,5627,1.36,0.89,48.92352,53.48882,17.4671,0
4314,rho CrB c,rho CrB,1,2,Radial Velocity,2016,Ground,Multiple Observatories,102.54,0.4123,5.38,0.48,25,0.07866,448,G0 V,5627,1.36,0.89,48.92352,53.48882,17.4671,0
4315,tau Boo b,tau Boo,2,1,Radial Velocity,1996,Ground,Roque de los Muchachos Observatory,3.3124568,0.049,12.8,1.14,1891,5.95,,F7 V,6466.27,1.43,1.32,73.88899,358.9367,15.6521,0
4316,tau Cet e,tau Cet,1,4,Radial Velocity,2017,Ground,Multiple Observatories,162.87,0.538,1.81,0.161,3.93,0.01237,,,,,0.78,-73.4397,173.1008,3.60304,0
4317,tau Cet f,tau Cet,1,4,Radial Velocity,2017,Ground,Multiple Observatories,636.13,1.334,1.81,0.161,3.93,0.01237,,,,,0.78,-73.4397,173.1008,3.60304,1
4318,tau Cet g,tau Cet,1,4,Radial Velocity,2017,Ground,Multiple Observatories,20,0.133,1.18,0.105,1.75,0.00551,,,,,0.78,-73.4397,173.1008,3.60304,0
4319,tau Cet h,tau Cet,1,4,Radial Velocity,2017,Ground,Multiple Observatories,49.41,0.243,1.19,0.106,1.83,0.00576,,,,,0.78,-73.4397,173.1008,3.60304,0
4320,tau Gem b,tau Gem,1,1,Radial Velocity,2013,Ground,Lick Observatory,305.5,1.17,12.1,1.08,6547,20.6,,K2 III,4388,26.8,2.3,17.19899,187.2186,112.537,0
4321,ups And b,ups And,2,3,Radial Velocity,1996,Ground,Lick Observatory,4.617033,0.059222,14,1.25,218.531,0.6876,,F8 V,6105.51,1.56,1.3,-20.66615,132.0009,13.4054,0
4322,ups And c,ups And,2,3,Radial Velocity,1999,Ground,Multiple Observatories,241.258,0.827774,13.4,1.19,629.595,1.981,,F8 V,6105.51,1.56,1.3,-20.66615,132.0009,13.4054,0
4323,ups And d,ups And,2,3,Radial Velocity,1999,Ground,Multiple Observatories,1276.46,2.51329,13,1.16,1313.22,4.132,,F8 V,6105.51,1.56,1.3,-20.66615,132.0009,13.4054,0
4324,xi Aql b,xi Aql,1,1,Radial Velocity,2007,Ground,Okayama Astrophysical Observatory,136.75,0.68,13.2,1.18,890,2.8,,,4780,12,2.2,-9.8548,47.81286,56.1858,0
